"mu","sigma","item_overlap","class_overlap","add_k","zipf_s","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","frac_tie","mean_ob_nobs","mean_ow_nobs","mean_log_ratio"
60,1,0.5,0.3,0.5,1,50,1,0,1,0,20270.08,1637,NA
100,1,0.5,0.3,0.5,1,50,1,0,1,0,14798.92,1637,NA
10,1.5,0.5,0.3,0.5,1,50,0.46,0,0.46,0,197503.260869565,1637,NA
30,1.5,0.5,0.3,0.5,1,50,1,0,1,0,123566.96,1637,NA
60,1.5,0.5,0.3,0.5,1,50,1,0,1,0,86071.62,1637,NA
100,1.5,0.5,0.3,0.5,1,50,1,0,1,0,66930.54,1589.72,NA
10,0.5,0.6,0.3,0.5,1,50,1,0,1,0,32658.22,1637,NA
30,0.5,0.6,0.3,0.5,1,50,1,0,1,0,7612.4,1637,NA
60,0.5,0.6,0.3,0.5,1,50,1,0,1,0,4651.46,1637,NA
100,0.5,0.6,0.3,0.5,1,50,1,0,1,0,3829.42,1637,NA
10,1,0.6,0.3,0.5,1,50,1,0,1,0,58073.38,1637,NA
30,1,0.6,0.3,0.5,1,50,1,0,1,0,14015.12,1637,NA
60,1,0.6,0.3,0.5,1,50,1,0,1,0,7970.36,1637,NA
100,1,0.6,0.3,0.5,1,50,1,0,1,0,6156.92,1637,NA
10,1.5,0.6,0.3,0.5,1,50,1,0,1,0,142435.1,1637,NA
30,1.5,0.6,0.3,0.5,1,50,1,0,1,0,56395.16,1637,NA
60,1.5,0.6,0.3,0.5,1,50,1,0,1,0,27123.7,1637,NA
100,1.5,0.6,0.3,0.5,1,50,1,0,1,0,22312.76,1613.36,NA
10,0.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,20718.02,1637,2.01713655208215
30,0.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,5046.7,1637,2.01713655208215
60,0.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,3228.74,1637,2.01713655208215
100,0.5,0.7,0.3,0.5,1,50,1,0.06,0.84,0.1,2576.6,1637,1.64353516933293
10,1,0.7,0.3,0.5,1,50,1,0.04,0.96,0,38997.8,1637,2.01713655208215
30,1,0.7,0.3,0.5,1,50,1,0.04,0.96,0,8491.28,1637,2.01713655208215
60,1,0.7,0.3,0.5,1,50,1,0.04,0.96,0,5114.44,1637,2.01713655208215
100,1,0.7,0.3,0.5,1,50,1,0.04,0.96,0,3959.82,1637,1.79291631653804
10,1.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,98045.78,1637,1.79291631653804
30,1.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,27449.06,1637,1.79291631653804
60,1.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,12940.08,1637,2.01713655208215
100,1.5,0.7,0.3,0.5,1,50,1,0.04,0.96,0,10148.4,1625.18,2.01713655208215
10,0.5,0.5,0.4,0.5,1,50,1,0,1,0,110354.68,1637,NA
30,0.5,0.5,0.4,0.5,1,50,1,0,1,0,45943.7,1637,NA
60,0.5,0.5,0.4,0.5,1,50,1,0,1,0,24279.72,1637,NA
100,0.5,0.5,0.4,0.5,1,50,1,0,1,0,20446.94,1637,NA
10,1,0.5,0.4,0.5,1,50,0.74,0,0.74,0,190055.945945946,1637,NA
30,1,0.5,0.4,0.5,1,50,1,0,1,0,132592.08,1637,NA
60,1,0.5,0.4,0.5,1,50,1,0,1,0,104143.52,1637,NA
100,1,0.5,0.4,0.5,1,50,1,0,1,0,81151.82,1637,NA
10,1.5,0.5,0.4,0.5,1,50,0.1,0,0.1,0,165936,1637,NA
30,1.5,0.5,0.4,0.5,1,50,0.26,0,0.26,0,201955.538461538,1637,NA
60,1.5,0.5,0.4,0.5,1,50,0.68,0,0.68,0,254326.970588235,1637,NA
100,1.5,0.5,0.4,0.5,1,50,0.84,0,0.84,0,245613.119047619,1637,NA
10,0.5,0.6,0.4,0.5,1,50,1,0,1,0,52843.26,1637,NA
30,0.5,0.6,0.4,0.5,1,50,1,0,1,0,11620.82,1637,NA
60,0.5,0.6,0.4,0.5,1,50,1,0,1,0,7066.26,1637,NA
100,0.5,0.6,0.4,0.5,1,50,1,0,1,0,5623.34,1637,NA
10,1,0.6,0.4,0.5,1,50,1,0,1,0,86377.14,1637,NA
30,1,0.6,0.4,0.5,1,50,1,0,1,0,30771.38,1637,NA
60,1,0.6,0.4,0.5,1,50,1,0,1,0,16319.72,1637,NA
100,1,0.6,0.4,0.5,1,50,1,0,1,0,12534.68,1637,NA
10,1.5,0.6,0.4,0.5,1,50,0.32,0,0.32,0,177661.1875,1637,NA
30,1.5,0.6,0.4,0.5,1,50,1,0,1,0,120107.88,1637,NA
60,1.5,0.6,0.4,0.5,1,50,1,0,1,0,78795.8,1637,NA
100,1.5,0.6,0.4,0.5,1,50,1,0,1,0,61823.68,1637,NA
10,0.5,0.7,0.4,0.5,1,50,1,0,1,0,28567.72,1655.52,NA
30,0.5,0.7,0.4,0.5,1,50,1,0.02,0.98,0,6718.46,1637,0.896332403834489
60,0.5,0.7,0.4,0.5,1,50,1,0.02,0.98,0,4192.4,1637,0.896332403834489
100,0.5,0.7,0.4,0.5,1,50,1,0.02,0.96,0.02,3466.78,1637,0.896332403834489
10,1,0.7,0.4,0.5,1,50,1,0.02,0.98,0,55840.88,1637,0.896332403834489
30,1,0.7,0.4,0.5,1,50,1,0.02,0.98,0,12487.48,1637,0.896332403834489
60,1,0.7,0.4,0.5,1,50,1,0.02,0.98,0,7383.66,1637,0.896332403834489
100,1,0.7,0.4,0.5,1,50,1,0.02,0.98,0,5940.74,1637,0.896332403834489
10,1.5,0.7,0.4,0.5,1,50,0.96,0.02,0.94,0,137200.875,1637,0.896332403834489
30,1.5,0.7,0.4,0.5,1,50,1,0,1,0,51102.98,1637,NA
60,1.5,0.7,0.4,0.5,1,50,1,0.02,0.98,0,26199.82,1637,0.896332403834489
100,1.5,0.7,0.4,0.5,1,50,1,0,1,0,19679.06,1625.18,NA
10,0.5,0.5,0.2,1,1,50,1,0.02,0.98,0,40777.28,6282,0.896509953734521
30,0.5,0.5,0.2,1,1,50,1,0.02,0.98,0,8561.9,4193.6,0.896509953734521
60,0.5,0.5,0.2,1,1,50,1,0.04,0.6,0.36,5529.22,4012,0.448111422717755
100,0.5,0.5,0.2,1,1,50,1,0.12,0.28,0.6,4473.72,4012,0.448111422717755
10,1,0.5,0.2,1,1,50,1,0.02,0.98,0,94196.72,6282,0.896509953734521
30,1,0.5,0.2,1,1,50,1,0.02,0.98,0,19056.48,4012,0.448111422717755
60,1,0.5,0.2,1,1,50,1,0.02,0.96,0.02,11203.88,4012,0.448111422717755
100,1,0.5,0.2,1,1,50,1,0.04,0.94,0.02,8492.78,4012,0.448111422717755
10,1.5,0.5,0.2,1,1,50,0.86,0,0.84,0.02,243250,5859.67441860465,NA
30,1.5,0.5,0.2,1,1,50,1,0,0.98,0.02,103361.98,4012,NA
60,1.5,0.5,0.2,1,1,50,1,0,0.98,0.02,53472.86,3954.04,NA
100,1.5,0.5,0.2,1,1,50,1,0,0.98,0.02,39271.5,2910.76,NA
10,0.5,0.6,0.2,1,1,50,1,0,1,0,24151.72,6282,NA
30,0.5,0.6,0.2,1,1,50,1,0.06,0.6,0.34,5605.18,4375.2,1.04598418953183
60,0.5,0.6,0.2,1,1,50,1,0.2,0.02,0.78,3729.7,4012,0.582575978000498
100,0.5,0.6,0.2,1,1,50,1,0.66,0,0.34,2980.72,4012,0.516028751530279
10,1,0.6,0.2,1,1,50,1,0.02,0.98,0,48377.22,6282,2.24115550656195
30,1,0.6,0.2,1,1,50,1,0.02,0.96,0.02,9420.98,4012,1.79275697554518
60,1,0.6,0.2,1,1,50,1,0.04,0.68,0.28,5815.04,4012,1.12043419913147
100,1,0.6,0.2,1,1,50,1,0.12,0.34,0.54,4553.5,4012,0.746937873021149
10,1.5,0.6,0.2,1,1,50,1,0.02,0.98,0,169314.46,5918.8,2.24115550656195
30,1.5,0.6,0.2,1,1,50,1,0.02,0.98,0,41190.14,4012,1.79275697554518
60,1.5,0.6,0.2,1,1,50,1,0.02,0.94,0.04,21212.4,3983.02,1.79275697554518
100,1.5,0.6,0.2,1,1,50,1,0.04,0.94,0.02,14689.78,3287.5,0.672267997214223
10,0.5,0.7,0.2,1,1,50,1,0.04,0.96,0,16093.54,6282,3.1385344926741
30,0.5,0.7,0.2,1,1,50,1,0.6,0.14,0.26,4337.52,5510.2,0.627731358183954
60,0.5,0.7,0.2,1,1,50,1,0.8,0,0.2,2710.3,4012,0.593836135839204
100,0.5,0.7,0.2,1,1,50,1,1,0,0,2179.74,4012,0.681252611953078
10,1,0.7,0.2,1,1,50,1,0.04,0.96,0,29984.98,6282,3.1385344926741
30,1,0.7,0.2,1,1,50,1,0.06,0.8,0.14,6506.84,4012,1.94279444867748
60,1,0.7,0.2,1,1,50,1,0.24,0.12,0.64,3849.7,4012,0.821782179207685
100,1,0.7,0.2,1,1,50,1,0.6,0,0.4,2952.1,4012,0.672294339409374
10,1.5,0.7,0.2,1,1,50,1,0.04,0.96,0,113205.06,5555.6,3.1385344926741
30,1.5,0.7,0.2,1,1,50,1,0.04,0.94,0.02,19487.58,4012,2.69013596165734
60,1.5,0.7,0.2,1,1,50,1,0.04,0.9,0.06,10512.46,3954.04,2.91388804181135
100,1.5,0.7,0.2,1,1,50,1,0.08,0.82,0.1,7693.52,3316.48,1.34503615030485
10,0.5,0.5,0.3,1,1,50,1,0,1,0,71329.42,6282,NA
30,0.5,0.5,0.3,1,1,50,1,0,0.98,0.02,14711.84,4148.2,NA
60,0.5,0.5,0.3,1,1,50,1,0,0.98,0.02,9279.9,4012,NA
100,0.5,0.5,0.3,1,1,50,1,0,0.96,0.04,7470.28,4012,NA
10,1,0.5,0.3,1,1,50,1,0,1,0,159590.68,6282,NA
30,1,0.5,0.3,1,1,50,1,0,0.98,0.02,49287.64,4012,NA
60,1,0.5,0.3,1,1,50,1,0,0.98,0.02,26184.74,4012,NA
100,1,0.5,0.3,1,1,50,1,0.02,0.96,0.02,19043.98,4012,0.448111422717755
10,1.5,0.5,0.3,1,1,50,0.32,0,0.32,0,252943.1875,5998.25,NA
30,1.5,0.5,0.3,1,1,50,0.96,0,0.96,0,206091.0625,4012,NA
60,1.5,0.5,0.3,1,1,50,1,0,1,0,154643.34,3896.08,NA
100,1.5,0.5,0.3,1,1,50,1,0,1,0,114906.68,2939.74,NA
10,0.5,0.6,0.3,1,1,50,1,0,1,0,33302.14,6282,NA
30,0.5,0.6,0.3,1,1,50,1,0,0.82,0.18,7728.86,4602.2,NA
60,0.5,0.6,0.3,1,1,50,1,0.06,0.38,0.56,4787.66,4012,0.448111422717755
100,0.5,0.6,0.3,1,1,50,1,0.16,0.1,0.74,4007.16,4012,0.448111422717755
10,1,0.6,0.3,1,1,50,1,0,1,0,75105.48,6282,NA
30,1,0.6,0.3,1,1,50,1,0,0.98,0.02,15403.96,4012,NA
60,1,0.6,0.3,1,1,50,1,0.04,0.92,0.04,9054.86,4012,0.448111422717755
100,1,0.6,0.3,1,1,50,1,0.04,0.78,0.18,6577.36,4012,0.448111422717755
10,1.5,0.6,0.3,1,1,50,0.88,0,0.88,0,230662.386363636,6024.04545454545,NA
30,1.5,0.6,0.3,1,1,50,1,0,1,0,85063.86,4012,NA
60,1.5,0.6,0.3,1,1,50,1,0,1,0,43555.52,3954.04,NA
100,1.5,0.6,0.3,1,1,50,1,0,1,0,33006.14,3287.5,NA
10,0.5,0.7,0.3,1,1,50,1,0.04,0.96,0,20718.02,6282,3.36195965480961
30,0.5,0.7,0.3,1,1,50,1,0.32,0.16,0.52,5137.5,5646.4,0.812593671490871
60,0.5,0.7,0.3,1,1,50,1,0.48,0,0.52,3228.74,4012,0.653565564474012
100,0.5,0.7,0.3,1,1,50,1,0.82,0,0.18,2594.62,4012,0.655842724616462
10,1,0.7,0.3,1,1,50,1,0.04,0.96,0,44275.32,6282,3.36195965480961
30,1,0.7,0.3,1,1,50,1,0.04,0.94,0.02,9114.46,4012,2.91356112379285
60,1,0.7,0.3,1,1,50,1,0.06,0.56,0.38,5329.26,4012,1.94226439973841
100,1,0.7,0.3,1,1,50,1,0.18,0.28,0.54,4306.6,4012,0.946162415057973
10,1.5,0.7,0.3,1,1,50,1,0.04,0.96,0,153919.96,5964.2,3.36195965480961
30,1.5,0.7,0.3,1,1,50,1,0.04,0.96,0,34348.98,4012,2.91356112379285
60,1.5,0.7,0.3,1,1,50,1,0.06,0.94,0,18006.86,3954.04,1.94226439973841
100,1.5,0.7,0.3,1,1,50,1,0.06,0.94,0,12186.38,3490.36,1.79289392549916
10,0.5,0.5,0.4,1,1,50,1,0,1,0,163457.44,6282,NA
30,0.5,0.5,0.4,1,1,50,1,0,1,0,52788.44,4012,NA
60,0.5,0.5,0.4,1,1,50,1,0,1,0,29837.64,4012,NA
100,0.5,0.5,0.4,1,1,50,1,0,1,0,25491.8,4012,NA
10,1,0.5,0.4,1,1,50,0.68,0,0.68,0,288605.205882353,6282,NA
30,1,0.5,0.4,1,1,50,1,0,1,0,247160.28,4012,NA
60,1,0.5,0.4,1,1,50,1,0,1,0,179282.3,4012,NA
100,1,0.5,0.4,1,1,50,1,0,0.98,0.02,138024.66,4012,NA
10,1.5,0.5,0.4,1,1,50,0.06,0,0.06,0,172137.666666667,4768.66666666667,NA
30,1.5,0.5,0.4,1,1,50,0.16,0,0.16,0,230737.875,4012,NA
60,1.5,0.5,0.4,1,1,50,0.26,0.02,0.24,0,246346.692307692,3900.53846153846,0.448111422717755
100,1.5,0.5,0.4,1,1,50,0.28,0,0.28,0,239615.071428571,2770,NA
10,0.5,0.6,0.4,1,1,50,1,0.02,0.98,0,54421.52,6282,0.448398531016766
30,0.5,0.6,0.4,1,1,50,1,0.02,0.98,0,11795,4466,0.896509953734521
60,0.5,0.6,0.4,1,1,50,1,0.02,0.92,0.06,7563.68,4012,0.448111422717755
100,0.5,0.6,0.4,1,1,50,1,0.02,0.76,0.22,6134.58,4012,0.448111422717755
10,1,0.6,0.4,1,1,50,1,0.02,0.98,0,135768.44,6282,0.896509953734521
30,1,0.6,0.4,1,1,50,1,0.02,0.98,0,36412.72,4012,0.448111422717755
60,1,0.6,0.4,1,1,50,1,0.02,0.98,0,19037.14,4012,0.448111422717755
100,1,0.6,0.4,1,1,50,1,0.02,0.98,0,15415.16,4012,0.448111422717755
10,1.5,0.6,0.4,1,1,50,0.26,0.02,0.24,0,268808.153846154,6107.38461538462,0.448398531016766
30,1.5,0.6,0.4,1,1,50,1,0,0.98,0.02,218515.04,4012,NA
60,1.5,0.6,0.4,1,1,50,1,0,0.98,0.02,140274.74,3983.02,NA
100,1.5,0.6,0.4,1,1,50,1,0,0.98,0.02,102294.24,3084.64,NA
10,0.5,0.7,0.4,1,1,50,1,0,1,0,29931.22,6282,NA
30,0.5,0.7,0.4,1,1,50,1,0.02,0.46,0.52,6880.32,5555.6,2.24115550656195
60,0.5,0.7,0.4,1,1,50,1,0.1,0.2,0.7,4283.2,4012,0.71704053328324
100,0.5,0.7,0.4,1,1,50,1,0.36,0.04,0.6,3524.74,4012,0.547720239485553
10,1,0.7,0.4,1,1,50,1,0.02,0.98,0,70675.18,6282,2.24115550656195
30,1,0.7,0.4,1,1,50,1,0.02,0.98,0,13851.64,4012,1.79275697554518
60,1,0.7,0.4,1,1,50,1,0.02,0.94,0.04,8108.78,4012,1.79275697554518
100,1,0.7,0.4,1,1,50,1,0.02,0.8,0.18,6755.96,4012,1.79275697554518
10,1.5,0.7,0.4,1,1,50,0.96,0.02,0.94,0,241289.395833333,5998.25,2.24115550656195
30,1.5,0.7,0.4,1,1,50,1,0.02,0.98,0,76983.7,4012,1.79275697554518
60,1.5,0.7,0.4,1,1,50,1,0.02,0.96,0.02,37719.36,3983.02,1.79275697554518
100,1.5,0.7,0.4,1,1,50,1,0,0.96,0.04,28244.04,3490.36,NA
10,0.5,0.5,0.2,3,1,50,1,0.3,0.06,0.64,34355.26,37741,0.597716863774187
30,0.5,0.5,0.2,3,1,50,1,1,0,0,8419.78,24106,1.09374849238236
60,0.5,0.5,0.2,3,1,50,1,1,0,0,5554.88,15397,1.06687540000911
100,0.5,0.5,0.2,3,1,50,1,1,0,0,4665.78,15397,1.23723674923369
10,1,0.5,0.2,3,1,50,1,0.04,0.96,0,129944.18,35014,1.79307147035983
30,1,0.5,0.2,3,1,50,1,0.16,0.6,0.24,23096.86,15397,0.672353740304716
60,1,0.5,0.2,3,1,50,1,0.58,0.12,0.3,12684.1,15397,0.649178284175351
100,1,0.5,0.2,3,1,50,1,0.7,0.06,0.24,10623.96,15285.76,0.717185149618094
10,1.5,0.5,0.2,3,1,50,0.16,0.02,0.14,0,311410.25,24106,1.3447723710497
30,1.5,0.5,0.2,3,1,50,0.94,0.02,0.92,0,237010.212765957,15397,0.896484284131327
60,1.5,0.5,0.2,3,1,50,1,0.02,0.96,0.02,118063.62,11726.08,1.34488281514809
100,1.5,0.5,0.2,3,1,50,1,0.02,0.96,0.02,88317.1,9835,0.896657581741333
10,0.5,0.6,0.2,3,1,50,1,0.94,0,0.06,22200.16,37741,0.60089363764007
30,0.5,0.6,0.2,3,1,50,1,1,0,0,5585.44,24106,1.51515264907732
60,0.5,0.6,0.2,3,1,50,1,1,0,0,3746.12,15397,1.45242429796188
100,0.5,0.6,0.2,3,1,50,1,1,0,0,3038.68,15397,1.66753733424937
10,1,0.6,0.2,3,1,50,1,0.1,0.46,0.44,48216.48,36377.5,1.16547184003086
30,1,0.6,0.2,3,1,50,1,0.68,0,0.32,10533.38,15919.54,0.738277761575971
60,1,0.6,0.2,3,1,50,1,1,0,0,6284.2,15397,0.959265652349988
100,1,0.6,0.2,3,1,50,1,1,0,0,5162.18,15397,1.16549330484422
10,1.5,0.6,0.2,3,1,50,0.54,0.02,0.52,0,277875.851851852,24106,3.58592787761164
30,1.5,0.6,0.2,3,1,50,1,0.04,0.94,0.02,67732.86,15397,2.0170620374123
60,1.5,0.6,0.2,3,1,50,1,0.04,0.84,0.12,33379.28,12727.24,2.24126130292068
100,1.5,0.6,0.2,3,1,50,1,0.04,0.82,0.14,25087.24,9835,1.56892557895556
10,0.5,0.7,0.2,3,1,50,1,1,0,0,15174.34,37741,1.05796756007773
30,0.5,0.7,0.2,3,1,50,1,1,0,0,4263.14,24106,1.82902109123811
60,0.5,0.7,0.2,3,1,50,1,1,0,0,2768.26,15397,1.80202726691075
100,0.5,0.7,0.2,3,1,50,1,1,0,0,2245.76,15397,1.9992406726871
10,1,0.7,0.2,3,1,50,1,0.54,0.06,0.4,28601.54,36377.5,0.846793926228129
30,1,0.7,0.2,3,1,50,1,1,0,0,6512.76,16964.62,1.08481489055876
60,1,0.7,0.2,3,1,50,1,1,0,0,3977.04,15397,1.45243573531914
100,1,0.7,0.2,3,1,50,1,1,0,0,3299.22,15397,1.64964961024686
10,1.5,0.7,0.2,3,1,50,0.96,0.04,0.92,0,211169.0625,24106,4.4833068637238
30,1.5,0.7,0.2,3,1,50,1,0.14,0.66,0.2,29338.84,15397,1.66515433615865
60,1.5,0.7,0.2,3,1,50,1,0.34,0.48,0.18,15343.52,12727.24,1.10753494743843
100,1.5,0.7,0.2,3,1,50,1,0.26,0.38,0.36,11608.6,9835,1.10354617319084
10,0.5,0.5,0.3,3,1,50,1,0.02,0.84,0.14,65425.78,37741,0.448286264508531
30,0.5,0.5,0.3,3,1,50,1,0.86,0,0.14,14471.82,24106,0.656766512564203
60,0.5,0.5,0.3,3,1,50,1,0.88,0,0.12,9888.56,15397,0.539917754697971
100,0.5,0.5,0.3,3,1,50,1,0.98,0,0.02,7982.22,15397,0.704376108928802
10,1,0.5,0.3,3,1,50,0.74,0.02,0.72,0,252725.702702703,36266.9459459459,0.448286264508531
30,1,0.5,0.3,3,1,50,1,0.02,0.94,0.04,77679.64,15397,1.34488281514809
60,1,0.5,0.3,3,1,50,1,0.04,0.82,0.14,39822.6,15397,0.896554024277426
100,1,0.5,0.3,3,1,50,1,0.12,0.72,0.16,32435.5,15174.52,0.82179633110683
10,1.5,0.5,0.3,3,1,50,0.06,0,0.06,0,242193.666666667,24106,NA
30,1.5,0.5,0.3,3,1,50,0.38,0,0.38,0,272207.368421053,15397,NA
60,1.5,0.5,0.3,3,1,50,0.64,0,0.64,0,246560.53125,12616,NA
100,1.5,0.5,0.3,3,1,50,0.72,0,0.72,0,201511.333333333,9835,NA
10,0.5,0.6,0.3,3,1,50,1,0.62,0.02,0.36,29191.7,37741,0.491668982597406
30,0.5,0.6,0.3,3,1,50,1,1,0,0,7541.34,24106,1.19236987301503
60,0.5,0.6,0.3,3,1,50,1,1,0,0,4969.26,15397,1.16550617624345
100,0.5,0.6,0.3,3,1,50,1,1,0,0,4230.3,15397,1.31795019245719
10,1,0.6,0.3,3,1,50,1,0.02,0.9,0.08,93777.82,36377.5,0.448286264508531
30,1,0.6,0.3,3,1,50,1,0.26,0.24,0.5,16977.88,16442.08,0.586180796184675
60,1,0.6,0.3,3,1,50,1,0.72,0,0.28,10536.32,15397,0.610096330954114
100,1,0.6,0.3,3,1,50,1,0.9,0,0.1,8852.82,15397,0.697270075492398
10,1.5,0.6,0.3,3,1,50,0.24,0,0.24,0,337486,25242.25,NA
30,1.5,0.6,0.3,3,1,50,0.94,0,0.94,0,171992.978723404,15397,NA
60,1.5,0.6,0.3,3,1,50,1,0.02,0.96,0.02,94584.24,12727.24,0.448259050724568
100,1.5,0.6,0.3,3,1,50,1,0,0.96,0.04,70014.44,9835,NA
10,0.5,0.7,0.3,3,1,50,1,1,0,0,19039.16,37741,0.851732570193489
30,0.5,0.7,0.3,3,1,50,1,1,0,0,5017.72,24106,1.68550833934381
60,0.5,0.7,0.3,3,1,50,1,1,0,0,3361.08,15397,1.62273963011222
100,0.5,0.7,0.3,3,1,50,1,1,0,0,2631.66,15397,1.86474132337387
10,1,0.7,0.3,3,1,50,1,0.18,0.3,0.52,40567.16,37468.3,1.54403650213486
30,1,0.7,0.3,3,1,50,1,0.82,0,0.18,9858.18,16616.26,0.809025703975927
60,1,0.7,0.3,3,1,50,1,1,0,0,5607.58,15397,1.13858568482955
100,1,0.7,0.3,3,1,50,1,1,0,0,4964,15397,1.25514091797259
10,1.5,0.7,0.3,3,1,50,0.68,0.04,0.64,0,294036.647058824,24507.0294117647,4.70673202585931
30,1.5,0.7,0.3,3,1,50,1,0.04,0.94,0.02,56342.48,15397,4.25844393894094
60,1.5,0.7,0.3,3,1,50,1,0.08,0.84,0.08,29809.54,13172.2,2.57741671951657
100,1.5,0.7,0.3,3,1,50,1,0.06,0.84,0.1,21630.4,9835,2.83892198147974
10,0.5,0.5,0.4,3,1,50,0.92,0,0.9,0.02,291671.717391304,37741,NA
30,0.5,0.5,0.4,3,1,50,1,0.04,0.88,0.08,55991.28,24106,0.67240070362175
60,0.5,0.5,0.4,3,1,50,1,0.06,0.92,0.02,41776.4,15397,0.597644916981615
100,0.5,0.5,0.4,3,1,50,1,0.04,0.86,0.1,34343.96,15397,0.672354758769043
10,1,0.5,0.4,3,1,50,0.08,0,0.08,0,249916,34332.25,NA
30,1,0.5,0.4,3,1,50,0.24,0.02,0.22,0,200976,15397,0.448225233406759
60,1,0.5,0.4,3,1,50,0.56,0.02,0.52,0.02,246518.642857143,15397,0.896484284131327
100,1,0.5,0.4,3,1,50,0.68,0.04,0.64,0,225618.058823529,15397,0.896554024277426
10,1.5,0.5,0.4,3,1,50,0,0,0,0,NA,NA,NA
30,1.5,0.5,0.4,3,1,50,0.04,0,0.04,0,290874.5,15397,NA
60,1.5,0.5,0.4,3,1,50,0.1,0,0.1,0,261666,10947.4,NA
100,1.5,0.5,0.4,3,1,50,0.12,0,0.12,0,241996.333333333,9835,NA
10,0.5,0.6,0.4,3,1,50,1,0.06,0.5,0.44,48531.32,37741,1.04600989853069
30,0.5,0.6,0.4,3,1,50,1,0.96,0,0.04,12231.84,24106,0.765784313474709
60,0.5,0.6,0.4,3,1,50,1,1,0,0,8248.62,15397,0.663394994011947
100,0.5,0.6,0.4,3,1,50,1,0.98,0,0.02,7209.08,15397,0.832467036361098
10,1,0.6,0.4,3,1,50,0.96,0.02,0.94,0,261140.395833333,36320.6875,2.68956858929275
30,1,0.6,0.4,3,1,50,1,0.06,0.92,0.02,51673.18,16267.9,1.04595283287365
60,1,0.6,0.4,3,1,50,1,0.04,0.7,0.26,28955.54,15397,1.1206097356363
100,1,0.6,0.4,3,1,50,1,0.14,0.6,0.26,22034.12,15397,0.640335091186629
10,1.5,0.6,0.4,3,1,50,0.02,0.02,0,0,4012,24106,1.79317090206646
30,1.5,0.6,0.4,3,1,50,0.26,0.02,0.24,0,272820.230769231,15397,0.448225233406759
60,1.5,0.6,0.4,3,1,50,0.54,0.02,0.52,0,258254.407407407,12513,0.896484284131327
100,1.5,0.6,0.4,3,1,50,0.92,0.02,0.9,0,250447.086956522,9835,0.448259050724568
10,0.5,0.7,0.4,3,1,50,1,0.88,0,0.12,25219.66,37741,0.478851361343875
30,0.5,0.7,0.4,3,1,50,1,1,0,0,6905.98,24106,1.29994646064187
60,0.5,0.7,0.4,3,1,50,1,1,0,0,4448.38,15397,1.2910410219577
100,0.5,0.7,0.4,3,1,50,1,1,0,0,3789.42,15397,1.45241684815542
10,1,0.7,0.4,3,1,50,1,0.04,0.86,0.1,76359.26,37195.6,2.24125020331435
30,1,0.7,0.4,3,1,50,1,0.42,0.26,0.32,15649.86,17312.98,0.725730934656756
60,1,0.7,0.4,3,1,50,1,0.84,0,0.16,9430.28,15397,0.683027586958469
100,1,0.7,0.4,3,1,50,1,0.94,0,0.06,8214.8,15397,0.753428814619565
10,1.5,0.7,0.4,3,1,50,0.12,0.02,0.1,0,260916.666666667,24106,3.58592787761164
30,1.5,0.7,0.4,3,1,50,1,0.04,0.96,0,170107.2,15397,1.79293251205002
60,1.5,0.7,0.4,3,1,50,1,0.04,0.96,0,74950.34,13394.68,2.0170620374123
100,1.5,0.7,0.4,3,1,50,1,0.02,0.96,0.02,56244.98,9835,0.896657581741333
10,0.5,0.5,0.2,5,1,50,1,1,0,0,32607.62,92508,1.10276050735106
30,0.5,0.5,0.2,5,1,50,1,1,0,0,8308.54,37741,1.55099926155903
60,0.5,0.5,0.2,5,1,50,1,1,0,0,5833.2,32287,1.73930097174261
100,0.5,0.5,0.2,5,1,50,1,1,0,0,4711.18,24106,1.67655686553173
10,1,0.5,0.2,5,1,50,1,0.08,0.84,0.08,143698.38,59088,1.23274453488584
30,1,0.5,0.2,5,1,50,1,0.72,0.08,0.2,25501.14,37468.3,0.79693915309334
60,1,0.5,0.2,5,1,50,1,0.82,0.02,0.16,13429.12,24106,0.88559832531524
100,1,0.5,0.2,5,1,50,1,0.92,0.02,0.06,11759.86,24106,0.925760576400912
10,1.5,0.5,0.2,5,1,50,0.02,0.02,0,0,6282,59088,2.24133945699375
30,1.5,0.5,0.2,5,1,50,0.64,0.02,0.62,0,256338.59375,24106,0.896513320325129
60,1.5,0.5,0.2,5,1,50,0.98,0.02,0.96,0,180401.040816327,23928.2653061224,1.3447723710497
100,1.5,0.5,0.2,5,1,50,1,0.06,0.94,0,129440.24,17312.98,0.747095230458276
10,0.5,0.6,0.2,5,1,50,1,1,0,0,20972.68,92508,1.52414459803359
30,0.5,0.6,0.2,5,1,50,1,1,0,0,5585.44,37741,1.96343891358585
60,0.5,0.6,0.2,5,1,50,1,1,0,0,3746.12,37741,2.34899864938878
100,0.5,0.6,0.2,5,1,50,1,1,0,0,3096.64,24106,2.09790096425903
10,1,0.6,0.2,5,1,50,1,0.58,0.08,0.34,47101.2,59088,0.680140599076255
30,1,0.6,0.2,5,1,50,1,1,0,0,11064.04,37741,1.3358447349241
